@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_b {"TIN", "UNT"}

@data
'   isis apparently obama let them run the world getting nuked by korea blm destroying cities antifa',TIN
' you are a lier christine ford soros pays you well and your lawyer wont work we all know you lie shame on you',TIN
'                         beaming face with smiling eyestelesmokacatin  damn that looked better in my headbeaming face with smiling eyeswinking facerolling on the floor laughingsmiling face with sunglasses',UNT
' this will be settled and will never see a jury we will never know the truth maybe she grabbed him first while swapping spit or he is really that stupid to just grab her either way i doubt we will ever know the complete truth',TIN
' what the fuck',UNT
'   glad her career is ruined by the way she deserves to be ruined after what she done just because she was a celebrity doesnt mean she should be excused doesnt mean she is above the law',TIN
' silly unhinged liberals',TIN
'   restricting ammo is infringing upon right to bear arms how about women can have abortions but restricted to 1 3rd week of pregnancy and must be registered easy test of gun control laws   apply them to other rights to see if they’d be supported if not then they are bad',TIN
'just saw a group of freshmen wearing maga bucket hats nauseated facenauseated facenauseated facenauseated facenauseated facenauseated facenauseated face i hate this school',TIN
'   how do you come up with all these lies you have not done a thing as far as gun control open your eyes obama your hero had 8 years in office all your doing is sucking around for the last minute vote',TIN
' and niggas still gonna complain about geno ffs',TIN
' if only martin were as obsessed about christ as he is with homosexuality',TIN
'   well stop when the democrats stop using the victims of school shootings for their gun control agenda',TIN
' you are a big blot on the dharmic kashmiri pandits community in the name of modernity you have lost all sanity which reflects in the way you have supported this loony womans  hinduphobia',TIN
'  attention lefties demanding gun control most of these shooters are left wing you dont get to shoot congressman and create violent chos and then demand we normal people disarm',TIN
'  hyt enemy of the people',TIN
' googlecide – death by do not be evil corp inspiring the internet bill of rights preventing leftist oligarchies from erasing people based on political beliefs transforming western civilization into a totalitarian state controlling nearly all aspects of life via the googlesplaining',TIN
' where were these morons when the groper trudeau and his lying liberals stomped all over our charter with their values test where was holt renfrew favourite shopper horwath premier ford is trying to save taxpayers money maybe that what bugs horwath',TIN
' bill oreilly  it can happen because  people like you will not speak out against your potus and nra about gun control',TIN
' not surprising that i*n c*nnor nigga was on the payroll',TIN
'   hah the fucking chats ‘onya boys',UNT
' ridiculous comment the only way liberals make government work is when conservatives go along with their ideas tbqh less government is always better than more unless your a socialist most time government passes a new law i lose money n liberty ',TIN
' comparing a date to rape is disgusting i hope your family never has to deal with rape you are a disgusting pos',TIN
' liberals are addicted to fake news  chris is their dope man',TIN
' fast and furious criminal should be behind bars',TIN
'  i am sure this pope is on a first name basis with satan himself what a disgrace to the papacy',TIN
