@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_c {"OTH", "IND", "GRP"}

@data
' hope all is well thats so fucked like seriously what the fuck is wrong with ppl now gun control is no issue though right thank god i live in canada feel brutal for all the attacks in the usa but seriously it wont go away',IND
'    thats just depressing good churches are getting hard to find few and far between i know people who belong to churches that espouse gun control and abortion thats politics   not god not christ',GRP
'  i wonder if they will burn their levis since  has come out in favor of gun control levi strauss teams up with gun control group we cannot stand by silently  ',OTH
' when atmosphere turns greenish tint from greenhouse gases and humans eat humans in candy bar form maybe i’ll care maga',GRP
'   there are thousands apon thousands of videos on youtube alone of antifa attacking people just for being at trump rallies or republican events this is not happening anywhere to democrats this is on a widespread scale and people like you try to lie and obfuscate to cover them',IND
'  she can lie in the shit she created',IND
'       maybe stop attacking conservatives and you might find they do not retaliate',IND
'  that is just awful  he never was much anyway a grown man acting like that a bully  best to you and hubby mark  maga united states',IND
' you  speak the truth about =gt louis farrakhan lt=  he is a raging anti semite amp racist',IND
' the irony is that most murders are done by illegal gun users who are gang members  this predominantly only affects latino and black families the problem is not gun control the problem is judges who let violent gun offenders back on street after shooting someone',GRP
' i have been asking myself the same question and it is because he is such a phony if he is such a fan of cleveland why is and he still playing for the cavaliers the pos he is trying to save face with the fanbase and it is so obvious that is his fakeness but stupid people will buy in',IND
'*finally at my sisters apartaments* instant reminder that she is ungrateful brat and im much more happy without seeing her',IND
'  oh wow you look like a 1980s porn star loveit',IND
' corrupt dcrats in charge in pr the big problem',GRP
'  except he is his administration has allowed crime in the city to skyrocket you bloody leftist snake',IND
' obama was the devil incarnate amp trump is jesus christ himself i get where you are coming from',IND
' dear paul mcfartney   you had us at beatles  you lost us at president mad captain  burn in hell   jon ',IND
' liberals have the numbers and money conservatives would get smoked kansas alone gets beat inside of 2 hours',GRP
'    nra tweet was a fraud more than half of americans say gunrights are the most important issue falsehood the 53 was gun rights gun control  and ca question indicates biase towards control deliberate knowing propaganda  ',IND
' isnt that just a nerd',IND
' nah my foodie ass will gladly say it that works on absolutely no ones fucking palate',OTH
'why  its their trail of corruption  and they have so much of it going on  and at all times  they dont want any slips  dont want american people to know who they really are and what theyve been up to  maga ',GRP
