@relation 'train-set'

@attribute id real
@attribute 'Document Text' string
@attribute subtask_a {"NOT", "OFF"}

@data
14919,'  two years to hand her homework inand its still last minute and unprepared  party of businessface with tears of joyrolling on the floor laughingface with tears of joyrolling on the floor laughingface with tears of joyrolling on the floor laughing cant even cobble a contract proposal together in 24 months would never survive in a real world business   ',NOT
99915,'    i dont know how they said they arent gay tho and and by liberals you mean conservatives sounds like me being upset  as for why it matters  if it doesnt matter then why go to such lengths to deny that theyre gay theres straight couples  why not just let them be gay',OFF
49358,'  jail is too kind for a pedovore   where is the prosecution  agsessions is the church getting away with pedo crimes  what the hell is he holding  is that a tentacle  wth  pedogatenews',OFF
21467,'   you claim you read the academic piece i linked to it spells that out pretty clear  do you wonder why this genre of race writing is so popular with upper upper middle class white liberals',NOT
31668,'  pope char compares pope francis to the false prophet bingo ',OFF
82721,' enough said  ',NOT
85160,' my guess a lot of unflattering facts will come out about dr ford in days to come  as a father of a daughterif some one roughed her up to the point she is claiming at 15she could not have hid her emotional state from her parents',NOT
95333,' i mean it was also like the wrong setting idk it was so random',NOT
35139,'   he is as clueless as out his disgusting looks as he is about every other thing there is to know',OFF
92405,'  gun control crowd wants gun sales to have the 4473 filed but they succeed in getting gunbroker app shut down as most gunbroker sales id guess over 90  are guns shipped from ffl to ffl kinda like wanting gun safety and getting ranges shut down all about control',NOT
72954,' are you kidding this is the liberals good show',NOT
51110,' fake ass emoji',OFF
57228,'   haha yeah funny communists liberals destroying usa want usa2  like venezuela china north korea perhaps why not just move2 your perfect country instead of desperately trying 2destroy the usa that my founding fathers fought died 4 our freedom shed blood for ungrateful communists',OFF
97281,' what ad hominem he is paid by the e cigarettes industry in what universe people tend to be neutral when it gets to their paycheck get anything out there and it will be cited not everybody knows the truth about people motivations welcome to planet earth when money talks',NOT
12748,'    hypocrisymuch    thats why you are an enemy to the people fakenews go against political opponents and hide crimes from liberals bigstuff ',OFF
75966,' why does kavanaugh have the same woman with restingbitchface sitting behind him every day i dont think she is helping his case',NOT
36701,' then i see like this and lust over the girl with the long blond hair and the bare midriff and micro mini and realize she is now 48 years older and could be a great grandmother today face screaming in fear people wonder why i love legs until i show them what i grew up with ',OFF
76283,'  thank you they all do it will be excited for all  and i love   i feel the broken heart for him he is such a rockstar white medium star',NOT
94287,' first thing that comes to mind is another liberal hit job  this is the damage liberals libtards are doing actual victims of sexual assault they inciting doubt in everyones minds  democrats are not a champion of woman  nor minoritiesthey covet power ',NOT
44391,' someone please call for gun control because the bengals cant stop shooting them selfies in the foot ',OFF
58295,'kavanaugh is reportedly at the wh right now   ',NOT
44782,'  possive dumb ass',NOT
66166,' dig up frankie save yourself',NOT
71900,'  she lost because she got outplayed she is disgusting for her behavior',OFF
97704,' what  all 12 of them  what about the terrorists antifa  farrakhan hateful and racist thugs  blm criminals  black panthers  those groups have no place either',OFF
35092,'  he is is always the victim',NOT
34943,'       joe is just singing the old liberal bullshit song and misrepresenting facts as usual',OFF
74793,' you are so smart rolling on the floor laughing',NOT
33566,'  bro i randomly tried this dns shit and it worked first time wtf',OFF
71656,' this is what conservatives think a genius looks like lmao',OFF
43584,' just did not look like any of the mannerisms he has exhibited glad he is in cf',NOT
20550,'  the left has a plan that is popular with liberals their campaign platform is all free stuff for everybody all the time everyone is welcomed at all times to come to america   we will support them too where are the funds to support these plans  the left does not knowor care',NOT
93909,' girl power',NOT
52181,' as if chuck sat in on the trial for these allegations he read the same twitter feeds we did  because you supposedly spoke to a therapist means nothing you could have told the therapist you dreamt it up for all we will ever know testify to it providing even a shred of evidence',NOT
